CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Core Base Stastical Area,Median Household Income,Income Inequality (Gini),Number of People in Poverty,Number of Unemployed People,Number of People With Educational Attainment (HS+),Housing Affordability (Median Home Value),Number of People with Health Insurance Coverage,Number of People With Internet Access,Final Total Population,metropolitan statistical area/micropolitan statistical area,CBSA_Code
"Riverside-San Bernardino-Ontario, CA",40140,2024,245,27,109,43,45,21,0,227,192,97,1,1,155,63,25,"Riverside-San Bernardino-Ontario, CA Metro Area",86031,0.4412,558181,150760,725334,493600,4576170,1430238,4637725,40140,40140
"Riverton, WY",40180,2024,213,133,80,0,0,0,0,100,67,48,0,0,145,68,0,"Riverton, WY Micro Area",64646,0.4204,4766,1502,6557,252700,38890,14810,39472,40180,40180
"Roanoke Rapids, NC",40260,2024,213,177,36,0,0,0,0,82,53,27,0,36,0,177,0,"Roanoke Rapids, NC Micro Area",45823,0.4923,15137,2193,14489,102400,63690,27866,65431,40260,40260
"Roanoke, VA",40220,2024,275,217,58,0,0,0,0,68,54,41,1,4,142,128,0,"Roanoke, VA Metro Area",67447,0.4684,37288,5683,60356,236300,309626,130141,314661,40220,40220
"Rochester, MN",40340,2024,182,149,32,0,1,0,0,155,56,41,0,0,104,78,0,"Rochester, MN Metro Area",89675,0.4501,17496,4168,31774,284600,224591,92402,227252,40340,40340
"Rochester, NY",40380,2024,275,192,83,0,0,0,0,90,58,41,1,1,126,147,0,"Rochester, NY Metro Area",74438,0.4574,126986,26383,153972,190100,1047910,442949,1058875,40380,40380
"Rock Springs, WY",40540,2024,213,154,57,2,0,0,0,137,64,45,0,1,156,33,23,"Rock Springs, WY Micro Area",76464,0.4411,5537,1254,6460,242900,41465,16863,41786,40540,40540
"Rockford, IL",40420,2024,274,190,81,3,0,0,0,119,61,44,0,0,146,128,0,"Rockford, IL Metro Area",66571,0.448,50255,12214,57168,162600,333234,134604,336605,40420,40420
"Rocky Mount, NC",40580,2024,264,235,29,0,0,0,0,80,51,37,0,0,177,87,0,"Rocky Mount, NC Metro Area",57437,0.4542,23632,4609,29033,153000,142488,57656,144228,40580,40580
"Rome, GA",40660,2024,271,187,84,0,0,0,0,89,60,38,0,0,0,271,0,"Rome, GA Metro Area",62540,0.4683,15943,1978,16164,194100,96966,36688,98985,40660,40660
"Roswell, NM",40740,2024,20,16,4,0,0,0,0,62,58,23,0,0,0,20,0,"Roswell, NM Micro Area",52029,0.4839,13763,1576,8548,141900,63156,23605,64446,40740,40740
"Ruidoso, NM",40760,2024,20,20,0,0,0,0,0,26,18,7,0,0,0,20,0,"Ruidoso, NM Micro Area",51643,0.4912,3205,529,3811,212200,20074,9376,20227,40760,40760
"Rutland, VT",40860,2024,183,154,29,0,0,0,0,77,55,38,1,0,106,76,0,"Rutland, VT Micro Area",64778,0.4642,7068,1235,13278,218400,59901,25448,60484,40860,40860
"Sacramento--Roseville--Arden-Arcade, CA",40900,2024,274,134,123,17,0,0,0,140,90,51,0,0,187,87,0,"Sacramento-Roseville-Folsom, CA Metro Area",93986,0.4551,274810,70987,294263,559000,2387158,876004,2406563,40900,40900
"Salem, OH",41400,2024,48,48,0,0,0,0,0,34,19,12,0,0,0,0,48,"Salem, OH Micro Area",58474,0.4486,13547,2323,29731,139100,98087,41375,101203,41400,41400
"Salem, OR",41420,2024,274,245,29,0,0,0,0,79,51,28,0,0,60,214,0,"Salem, OR Metro Area",76010,0.4371,54789,10921,55359,389800,427948,157987,435085,41420,41420
"Salinas, CA",41500,2024,183,150,33,0,0,0,0,68,54,39,1,0,115,65,2,"Salinas, CA Metro Area",94486,0.4627,52732,10068,47900,723100,420702,132046,435834,41500,41500
"Salisbury, MD-DE",41540,2024,182,149,33,0,0,0,0,87,54,42,0,0,132,50,0,"Salisbury, MD Metro Area",69592,0.4542,17958,4082,25287,228300,124227,48330,128802,41540,41540
"Salt Lake City, UT",41620,2024,306,149,125,28,3,1,0,230,101,51,1,6,210,86,3,"Salt Lake City-Murray, UT Metro Area",95045,0.4277,101251,25612,157656,478200,1253549,439639,1261337,41620,41620
"San Antonio-New Braunfels, TX",41700,2024,183,63,104,14,2,0,0,199,91,57,1,0,45,134,3,"San Antonio-New Braunfels, TX Metro Area",74297,0.4596,344984,67529,351142,258700,2563451,949097,2612802,41700,41700
"San Diego-Carlsbad, CA",41740,2024,254,124,111,18,1,0,0,159,93,51,0,0,203,51,0,"San Diego-Chula Vista-Carlsbad, CA Metro Area",102285,0.4594,330602,104758,352202,791600,3171172,1159822,3282782,41740,41740
"San Francisco-Oakland-Hayward, CA",41860,2024,61,30,31,0,0,0,0,67,59,51,1,0,5,55,0,"San Francisco-Oakland-Fremont, CA Metro Area",133780,0.4936,399787,138635,447095,1113800,4627006,1735054,4653593,41860,41860
"San Jose-Sunnyvale-Santa Clara, CA",41940,2024,244,164,79,1,0,0,0,105,61,44,0,1,167,76,0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",157444,0.4742,133588,48706,169027,1342700,1959119,674655,1969353,41940,41940
"San Juan-Carolina-Caguas, PR",41980,2024,274,147,85,31,11,0,0,162,121,43,92,0,9,162,11,"San Juan-Bayamón-Caguas, PR Metro Area",27966,0.5465,776792,97580,369576,138700,2047762,796610,2063795,41980,41980
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2024,182,128,53,1,0,0,0,101,64,44,0,0,146,36,0,"San Luis Obispo-Paso Robles, CA Metro Area",93398,0.474,34424,7005,29735,777200,276628,108897,281486,42020,42020
"Sandpoint, ID",41760,2024,181,173,8,0,0,0,0,73,43,22,0,0,0,161,20,"Sandpoint, ID Micro Area",65168,0.4701,5231,826,8739,433400,49062,19599,49456,41760,41760
"Santa Cruz-Watsonville, CA",42100,2024,182,151,31,0,0,0,0,66,53,39,0,0,74,108,0,"Santa Cruz-Watsonville, CA Metro Area",109266,0.4826,28613,7922,23364,1015200,264998,96873,266021,42100,42100
"Santa Fe, NM",42140,2024,180,126,54,0,0,0,0,93,74,45,0,0,177,3,0,"Santa Fe, NM Metro Area",74689,0.4858,19103,4114,19901,416900,153738,69348,155175,42140,42140
"Santa Maria-Santa Barbara, CA",42200,2024,183,126,56,1,0,0,0,108,57,44,1,0,100,79,3,"Santa Maria-Santa Barbara, CA Metro Area",95977,0.4915,58387,13563,41099,735700,436460,148960,443975,42200,42200
"Santa Rosa, CA",42220,2024,182,181,1,0,0,0,0,53,34,14,2,0,44,14,122,"Santa Rosa-Petaluma, CA Metro Area",102840,0.4574,41044,13476,57314,779000,482063,190498,485642,42220,42220
"Savannah, GA",42340,2024,270,182,87,1,0,0,0,130,58,43,0,0,64,206,0,"Savannah, GA Metro Area",74632,0.4597,49403,11806,58677,271100,400864,158617,412089,42340,42340
"Sayre, PA",42380,2024,179,139,40,0,0,0,0,74,55,39,0,0,110,69,0,"Sayre, PA Micro Area",62482,0.4479,7968,1487,17898,182300,59466,24487,59971,42380,42380
"Scottsbluff, NE",42420,2024,246,226,20,0,0,0,0,88,46,11,0,0,0,246,0,"Scottsbluff, NE Micro Area",61156,0.4428,4943,619,5784,161400,35948,15351,36594,42420,42420
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2024,232,203,29,0,0,0,0,97,51,35,50,9,126,47,0,"Scranton--Wilkes-Barre, PA Metro Area",63656,0.4584,80657,14940,132134,176500,557481,232592,567887,42540,42540
"Seattle-Tacoma-Bellevue, WA",42660,2024,214,128,78,3,2,1,2,354,65,46,1,1,107,105,0,"Seattle-Tacoma-Bellevue, WA Metro Area",112594,0.4644,332072,102267,446120,673500,3969281,1586350,4021467,42660,42660
"Sebastian-Vero Beach, FL",42680,2024,235,234,1,0,0,0,0,51,44,35,0,0,235,0,0,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",71049,0.5015,18567,3614,30019,314700,161909,68696,163856,42680,42680
"Sebring, FL",42700,2024,181,151,30,0,0,0,0,77,58,41,0,0,181,0,0,"Sebring, FL Metro Area",55581,0.4601,15723,2224,23449,177900,102449,45943,103808,42700,42700
"Sevierville, TN",42940,2024,244,179,65,0,0,0,0,93,64,45,0,0,244,0,0,"Sevierville, TN Micro Area",63829,0.4495,13285,1687,21071,259500,97926,39221,98802,42940,42940
"Sheboygan, WI",43100,2024,98,85,10,3,0,0,0,133,58,42,0,0,98,0,0,"Sheboygan, WI Metro Area",71898,0.4111,9265,1490,24115,218400,115463,49426,117783,43100,43100
"Shelton, WA",43220,2024,213,206,7,0,0,0,0,59,34,16,0,0,0,213,0,"Shelton, WA Micro Area",78359,0.4214,8232,1842,11712,377400,65544,25373,66968,43220,43220
"Sheridan, WY",43260,2024,213,177,34,1,0,1,0,205,61,43,0,0,150,61,2,"Sheridan, WY Micro Area",70855,0.4425,3012,430,5398,352200,31225,13515,31585,43260,43260
"Show Low, AZ",43320,2024,274,274,0,0,0,0,0,45,19,11,0,0,0,6,268,"Show Low, AZ Micro Area",52752,0.4549,25979,3317,18587,186100,105331,39171,107744,43320,43320
"Shreveport-Bossier City, LA",43340,2024,305,131,170,4,0,0,0,111,67,52,0,0,99,204,2,"Shreveport-Bossier City, LA Metro Area",54635,0.5082,77414,12537,69536,187300,377664,154871,389004,43340,43340
"Sierra Vista-Douglas, AZ",43420,2024,274,163,98,11,1,0,1,307,80,49,0,0,231,0,43,"Sierra Vista-Douglas, AZ Metro Area",58970,0.4454,18544,3392,17897,207400,117474,50476,125458,43420,43420
"Sioux City, IA-NE-SD",43580,2024,264,215,49,0,0,0,0,84,57,43,0,0,219,45,0,"Sioux City, IA-NE-SD Metro Area",72027,0.4362,17312,3144,25723,179100,142470,54926,144007,43580,43580
"Sioux Falls, SD",43620,2024,183,162,21,0,0,0,0,81,52,33,1,7,125,48,2,"Sioux Falls, SD-MN Metro Area",81418,0.4389,23248,3457,42831,274800,288963,118748,293107,43620,43620
"Somerset, KY",43700,2024,182,147,35,0,0,0,0,68,55,42,0,0,85,97,0,"Somerset, KY Micro Area",50943,0.5135,13006,1477,12593,156300,64588,25920,65503,43700,43700
"Somerset, PA",43740,2024,237,210,27,0,0,0,0,90,51,40,0,0,237,0,0,"Somerset, PA Micro Area",59378,0.4206,7702,1824,24603,130600,69157,29071,73255,43740,43740
"Sonora, CA",43760,2024,178,160,17,1,0,0,0,101,51,38,0,0,178,0,0,"Sonora, CA Micro Area",72259,0.4436,5547,1818,8598,406200,52361,22809,54873,43760,43760
"South Bend-Mishawaka, IN-MI",43780,2024,274,169,104,1,0,0,0,115,67,47,0,0,169,105,0,"South Bend-Mishawaka, IN-MI Metro Area",65385,0.4719,44765,8023,54264,183800,321329,128094,324180,43780,43780
"Spartanburg, SC",43900,2024,271,141,126,4,0,0,0,112,71,49,0,0,134,137,0,"Spartanburg, SC Metro Area",62440,0.4559,53919,8069,65524,207900,360520,140344,365086,43900,43900
"Spokane-Spokane Valley, WA",44060,2024,213,152,61,0,0,0,0,100,65,42,0,0,82,112,19,"Spokane-Spokane Valley, WA Metro Area",72836,0.453,71028,16352,80535,365700,582121,234862,591793,44060,44060
"Springfield, IL",44100,2024,274,187,86,1,0,0,0,105,58,43,0,0,129,145,0,"Springfield, IL Metro Area",74580,0.4546,25876,5527,35427,171100,205219,89485,207386,44100,44100
"Springfield, MA",44140,2024,249,186,60,3,0,0,0,119,63,40,0,3,173,73,0,"Springfield, MA Metro Area",70535,0.4707,70787,13781,83373,276300,458131,184217,462853,44140,44140
"Springfield, MO",44180,2024,179,113,66,0,0,0,0,82,61,45,0,0,76,103,0,"Springfield, MO Metro Area",61488,0.4603,64901,8536,81917,213400,475608,198293,481671,44180,44180
"Springfield, OH",44220,2024,274,173,98,3,0,0,0,133,64,46,0,0,131,143,0,"Springfield, OH Metro Area",60846,0.4299,20582,4173,29756,155900,133811,55325,135445,44220,44220
"St. Cloud, MN",41060,2024,182,151,31,0,0,0,0,97,54,39,0,0,106,76,0,"St. Cloud, MN Metro Area",75670,0.4315,22560,4705,32234,254200,198795,77431,200816,41060,41060
"St. George, UT",41100,2024,274,188,84,2,0,0,0,108,71,47,0,0,271,3,0,"St. George, UT Metro Area",76411,0.4513,18540,2822,23493,465600,188334,66914,189827,41100,41100
"St. Joseph, MO-KS",41140,2024,178,106,72,0,0,0,0,76,59,48,0,0,80,93,5,"St. Joseph, MO-KS Metro Area",62900,0.4574,16321,2325,26513,162100,115440,46818,120609,41140,41140
"St. Louis, MO-IL",41180,2024,274,92,171,8,3,0,0,165,84,55,0,2,98,158,16,"St. Louis, MO-IL Metro Area",78225,0.4658,283828,61136,422595,232100,2775424,1154841,2809414,41180,41180
"St. Marys, PA",41260,2024,237,224,13,0,0,0,0,67,48,36,0,0,237,0,0,"St. Marys, PA Micro Area",64103,0.4247,2756,986,9977,128600,30403,13481,30703,41260,41260
"State College, PA",44300,2024,238,192,46,0,0,0,0,93,61,42,0,1,207,30,0,"State College, PA Metro Area",72748,0.4781,23282,3068,24437,308100,152957,59006,158041,44300,44300
"Steamboat Springs, CO",44460,2024,273,272,1,0,0,0,0,53,29,13,0,0,0,0,273,"Steamboat Springs, CO Micro Area",93984,0.478,3113,618,5630,482300,37970,15922,38248,44460,44460
"Stockton-Lodi, CA",44700,2024,182,118,64,0,0,0,0,90,65,44,0,0,70,109,3,"Stockton-Lodi, CA Metro Area",88531,0.4437,97063,27442,121489,494500,778075,241373,787416,44700,44700
"Summerville, GA",44900,2024,182,173,9,0,0,0,0,77,49,39,0,0,182,0,0,"Summerville, GA Micro Area",47785,0.4255,4696,476,4486,98700,23440,9142,24975,44900,44900
"Syracuse, NY",45060,2024,274,232,42,0,0,0,0,84,54,38,0,0,200,74,0,"Syracuse, NY Metro Area",73558,0.4585,87515,17572,100811,175300,651077,267658,657128,45060,45060
"Tallahassee, FL",45220,2024,182,101,80,1,0,0,0,129,64,48,0,0,51,131,0,"Tallahassee, FL Metro Area",63078,0.492,67192,10700,46097,249900,377782,155020,388298,45220,45220
"Tampa-St. Petersburg-Clearwater, FL",45300,2024,275,128,143,4,0,0,0,143,67,51,1,0,91,181,2,"Tampa-St. Petersburg-Clearwater, FL Metro Area",71254,0.4792,388884,76050,545544,306100,3202428,1303644,3240469,45300,45300
"Taos, NM",45340,2024,181,181,0,0,0,0,0,46,31,14,0,0,0,181,0,"Taos, NM Micro Area",58908,0.5115,4943,780,5837,354000,34307,14459,34516,45340,45340
"Terre Haute, IN",45460,2024,274,149,124,1,0,0,0,112,64,48,0,0,116,158,0,"Terre Haute, IN Metro Area",55380,0.4702,27004,4477,33674,132000,162488,67393,168850,45460,45460
"Texarkana, TX-AR",45500,2024,181,97,84,0,0,0,0,92,62,48,0,0,0,181,0,"Texarkana, TX-AR Metro Area",55046,0.4815,24733,3239,30523,150800,139995,55902,146868,45500,45500
"The Dalles, OR",45520,2024,180,165,15,0,0,0,0,75,44,19,0,0,0,180,0,"The Dalles, OR Micro Area",63602,0.4859,3160,1004,4067,332500,26120,10411,26603,45520,45520
"Toledo, OH",45780,2024,274,114,156,4,0,0,0,119,77,53,0,0,126,148,0,"Toledo, OH Metro Area",63749,0.4795,93542,18798,107307,168500,596668,253183,602977,45780,45780
"Topeka, KS",45820,2024,182,140,41,1,0,0,0,125,61,44,0,0,132,49,1,"Topeka, KS Metro Area",68160,0.4298,26021,4348,43122,172200,228516,95996,232724,45820,45820
"Torrington, CT",45860,2024,181,153,22,6,0,0,0,119,58,40,2,0,170,9,0,"Torrington, CT Micro Area",91035,0.4815,10224,3356,20593,311700,111916,47035,112848,45860,45860
"Traverse City, MI",45900,2024,214,190,22,2,0,0,0,101,51,38,0,0,214,0,0,"Traverse City, MI Metro Area",77495,0.4501,14039,2919,23794,286500,153352,64217,154657,45900,45900
"Trenton, NJ",45940,2024,243,165,73,5,0,0,0,133,74,44,0,0,179,64,0,"Trenton-Princeton, NJ Metro Area",96333,0.5021,40446,12165,57594,351000,378237,141464,383286,45940,45940
"Truckee-Grass Valley, CA",46020,2024,182,159,23,0,0,0,0,97,51,34,0,0,135,47,0,"Truckee-Grass Valley, CA Micro Area",84905,0.4799,10745,2162,14025,602800,101534,41873,102452,46020,46020
"Tucson, AZ",46060,2024,275,105,159,9,2,0,0,171,90,58,1,0,201,43,30,"Tucson, AZ Metro Area",67929,0.4662,146560,28264,123329,286900,1026868,430965,1049947,46060,46060
"Tulsa, OK",46140,2024,275,115,149,10,1,0,0,179,84,52,1,0,155,118,1,"Tulsa, OK Metro Area",67823,0.47,138370,26495,165684,204400,1015411,399900,1026209,46140,46140
"Tupelo, MS",46180,2024,214,192,22,0,0,0,0,87,51,41,0,0,214,0,0,"Tupelo, MS Micro Area",63188,0.4767,16918,2798,19699,158400,130158,50410,132079,46180,46180
"Tuscaloosa, AL",46220,2024,212,185,25,2,0,0,0,125,53,36,0,0,108,104,0,"Tuscaloosa, AL Metro Area",59975,0.4728,46649,7208,45999,217100,271172,102813,275217,46220,46220
"Twin Falls, ID",46300,2024,171,158,13,0,0,0,0,59,48,14,0,0,0,171,0,"Twin Falls, ID Metro Area",66473,0.4366,13163,1871,17322,284200,115819,42110,116909,46300,46300
"Tyler, TX",46340,2024,182,155,27,0,0,0,0,93,61,40,0,0,182,0,0,"Tyler, TX Metro Area",71923,0.4533,28262,4672,31836,220800,235252,81690,238014,46340,46340
"Urban Honolulu, HI",46520,2024,183,180,3,0,0,0,0,85,42,34,1,0,108,74,0,"Urban Honolulu, HI Metro Area",104264,0.4412,88808,23328,158981,873000,948045,337061,1003666,46520,46520
"Utica-Rome, NY",46540,2024,257,216,41,0,0,0,0,68,53,27,0,0,0,257,0,"Utica-Rome, NY Metro Area",68830,0.4417,39852,6350,52082,163400,283031,119787,289577,46540,46540
"Valdosta, GA",46660,2024,241,156,84,1,0,0,0,110,59,43,0,0,0,241,0,"Valdosta, GA Metro Area",54581,0.4893,30493,3716,24894,182300,142644,55573,149139,46660,46660
"Vallejo-Fairfield, CA",46700,2024,274,255,19,0,0,0,0,80,48,37,0,2,250,22,0,"Vallejo, CA Metro Area",99994,0.4235,42767,13027,66474,589600,438884,155800,450824,46700,46700
"Vermillion, SD",46820,2024,182,150,32,0,0,0,0,84,56,40,0,0,125,57,0,"Vermillion, SD Micro Area",58794,0.4668,2515,711,1542,221800,14856,5561,15133,46820,46820
"Vernal, UT",46860,2024,274,175,96,3,0,0,0,119,71,47,0,0,258,16,0,"Vernal, UT Micro Area",69861,0.4507,3991,904,6697,270200,36172,11940,36458,46860,46860
"Victoria, TX",47020,2024,182,169,13,0,0,0,0,97,47,36,0,0,182,0,0,"Victoria, TX Metro Area",69618,0.4439,14933,2041,16354,196500,97196,36942,98377,47020,47020
"Vincennes, IN",47180,2024,238,203,35,0,0,0,0,90,58,41,0,0,238,0,0,"Vincennes, IN Micro Area",58863,0.4543,4593,459,7352,123500,35432,15110,36108,47180,47180
"Vineland-Bridgeton, NJ",47220,2024,178,151,27,0,0,0,0,100,52,39,0,3,141,34,0,"Vineland, NJ Metro Area",64499,0.5027,23410,5152,33134,205600,144317,53341,152915,47220,47220
"Vineyard Haven, MA",47240,2024,240,222,17,1,0,0,0,108,48,39,0,0,238,2,0,"Vineyard Haven, MA Micro Area",102348,0.5558,1102,789,2726,1104100,20644,7362,20751,47240,47240
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2024,275,200,75,0,0,0,0,90,57,43,1,9,135,130,0,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",80533,0.4461,188496,44207,252158,318000,1683392,701116,1782590,47260,47260
"Visalia-Porterville, CA",47300,2024,244,72,102,54,16,0,0,185,140,65,0,0,172,71,1,"Visalia, CA Metro Area",69489,0.4401,83473,18688,66647,303000,471506,142026,475774,47300,47300
"Wabash, IN",47340,2024,244,217,27,0,0,0,0,84,51,39,0,0,244,0,0,"Wabash, IN Micro Area",68414,0.4087,3136,540,7651,143600,29945,12554,30901,47340,47340
"Waco, TX",47380,2024,183,90,92,1,0,0,0,102,72,51,2,0,51,130,0,"Waco, TX Metro Area",63880,0.4732,47362,6559,43370,209600,293169,109442,299217,47380,47380
"Walla Walla, WA",47460,2024,244,208,36,0,0,0,0,90,57,39,0,0,197,42,5,"Walla Walla, WA Metro Area",72212,0.4647,6738,1698,7624,375600,59283,23390,62102,47460,47460
"Warner Robins, GA",47580,2024,270,186,83,1,0,0,0,105,60,42,0,0,0,270,0,"Warner Robins, GA Metro Area",78702,0.4174,21374,4909,29217,202800,189537,72442,195171,47580,47580
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2024,305,175,122,8,0,0,0,129,77,48,0,8,196,101,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",123896,0.4476,484187,165544,653491,553000,6185396,2350158,6263796,47900,47900
"Waterloo-Cedar Falls, IA",47940,2024,304,176,128,0,0,0,0,87,61,48,0,0,103,201,0,"Waterloo-Cedar Falls, IA Metro Area",68916,0.4503,21058,3996,29472,186100,166218,68518,168163,47940,47940
"Watertown, SD",47980,2024,177,149,28,0,0,0,0,94,54,34,0,0,64,109,4,"Watertown, SD Micro Area",65080,0.4383,2867,310,6839,218000,28188,12361,28556,47980,47980
"Watertown-Fort Atkinson, WI",48020,2024,97,84,13,0,0,0,0,87,51,41,0,0,97,0,0,"Watertown-Fort Atkinson, WI Micro Area",80604,0.4025,6734,1608,16983,253800,85496,34455,85867,48020,48020
"Watertown-Fort Drum, NY",48060,2024,273,264,9,0,0,0,0,80,44,33,0,0,273,0,0,"Watertown-Fort Drum, NY Metro Area",64978,0.4331,14832,3031,19722,181000,103143,46701,116130,48060,48060
"Wausau, WI",48140,2024,182,157,24,0,1,0,0,151,53,38,0,0,92,90,0,"Wausau, WI Metro Area",76185,0.4182,12159,2140,28834,205500,137020,56873,138067,48140,48140
"Weirton-Steubenville, WV-OH",48260,2024,274,159,115,0,0,0,0,97,71,46,0,0,149,125,0,"Weirton-Steubenville, WV-OH Metro Area",57149,0.4441,17366,3236,30605,121400,114283,49455,115566,48260,48260
"Wenatchee, WA",48300,2024,213,178,31,3,1,0,0,158,63,25,0,0,0,213,0,"Wenatchee-East Wenatchee, WA Metro Area",79007,0.4521,10529,2415,17164,434900,122392,46533,123251,48300,48300
"Wheeling, WV-OH",48540,2024,274,174,100,0,0,0,0,84,63,46,0,1,106,155,12,"Wheeling, WV-OH Metro Area",58705,0.4711,19484,3406,36871,149300,133422,57071,138015,48540,48540
"Whitewater-Elkhorn, WI",48580,2024,98,76,22,0,0,0,0,97,61,44,0,0,98,0,0,"Whitewater-Elkhorn, WI Micro Area",77359,0.4499,9976,1934,18128,275900,104783,42425,105447,48580,48580
"Wichita, KS",48620,2024,182,123,56,2,1,0,0,196,62,44,0,1,114,64,3,"Wichita, KS Metro Area",68930,0.4521,83265,16273,92389,188200,636781,252501,648935,48620,48620
"Williamsport, PA",48700,2024,182,136,46,0,0,0,0,93,61,41,0,0,132,50,0,"Williamsport, PA Metro Area",64412,0.4419,13456,2979,26667,195600,110624,46201,113570,48700,48700
"Wilmington, NC",48900,2024,274,232,42,0,0,0,0,97,54,38,0,0,172,102,0,"Wilmington, NC Metro Area",73687,0.4638,48102,10948,60271,328000,435407,190964,440578,48900,48900
"Wilmington, OH",48940,2024,211,153,54,4,0,0,0,112,67,44,0,0,211,0,0,"Wilmington, OH Micro Area",68125,0.4418,6018,987,10211,192800,41720,16534,42014,48940,48940
"Winchester, VA-WV",49020,2024,274,205,68,1,0,0,0,102,57,42,0,0,127,147,0,"Winchester, VA-WV Metro Area",82413,0.4317,14875,3565,29291,322600,142326,53947,144676,49020,49020
"Winona, MN",49100,2024,20,19,1,0,0,0,0,51,50,25,0,0,0,20,0,"Winona, MN Micro Area",70198,0.4377,6239,865,7343,222900,49226,20288,49705,49100,49100
"Winston-Salem, NC",49180,2024,244,128,112,4,0,0,0,122,74,50,0,3,123,118,0,"Winston-Salem, NC Metro Area",64282,0.4589,93315,16363,112105,213300,677555,275395,683637,49180,49180
"Worcester, MA-CT",49340,2024,245,206,37,2,0,0,0,122,57,39,1,7,183,52,2,"Worcester, MA Metro Area",93561,0.4559,86428,25023,139139,390700,851300,333273,861664,49340,49340
"Yakima, WA",49420,2024,213,162,47,3,1,0,0,153,61,31,0,0,0,212,1,"Yakima, WA Metro Area",68015,0.4266,39074,8418,36201,281100,254377,86689,256605,49420,49420
"York-Hanover, PA",49620,2024,182,118,63,1,0,0,0,101,67,44,0,3,108,71,0,"York-Hanover, PA Metro Area",82238,0.4147,38560,10777,107098,235000,454916,180207,459312,49620,49620
"Youngstown-Warren-Boardman, OH-PA",49660,2024,274,161,113,0,0,0,0,97,67,47,0,0,151,123,0,"Youngstown-Warren, OH Metro Area",55357,0.4636,73558,11088,108734,134600,420466,184325,428430,49660,49660
"Yuba City, CA",49700,2024,182,139,41,2,0,0,0,105,58,44,0,0,142,40,0,"Yuba City, CA Metro Area",74762,0.4507,26995,5741,25875,390800,177872,61303,182050,49700,49700
"Yuma, AZ",49740,2024,274,169,103,2,0,0,0,102,74,46,0,0,177,47,50,"Yuma, AZ Metro Area",60417,0.4448,32921,6700,29486,195700,198232,76903,207685,49740,49740
